NU_INSCRICAO;TP_COR_RACA;TP_ESCOLA;SG_UF_RESIDENCIA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q002;Q006
210061457224;1;1;PB;424.1;448.0;473.3;334.1;520.0;A;A
210060010234;3;1;PA;555.1;576.6;561.9;576.7;600.0;C;D
210061691665;1;1;PB;482.2;595.4;519.2;540.9;580.0;H;E
210060326198;1;2;CE;379.2;409.2;452.2;468.2;380.0;E;B
210059877997;1;1;PA;451.0;471.7;468.8;411.6;580.0;E;A
210061181809;3;1;AM;407.5;341.9;451.1;436.8;360.0;C;A
210058462488;1;2;MA;497.4;576.9;542.3;499.5;980.0;G;E
210058902135;1;1;SC;482.9;536.6;511.4;610.4;600.0;G;M
210060464849;1;1;PR;634.4;630.8;575.4;680.1;900.0;D;M
210059442234;1;1;GO;447.7;530.1;473.7;481.6;800.0;E;H
210059312378;1;1;SP;568.4;412.2;502.3;666.2;400.0;G;N
210059549082;3;2;SP;384.7;310.9;355.6;476.4;820.0;D;B
210060906835;1;2;RS;0.0;524.1;508.5;0.0;360.0;A;B
210060537163;3;1;PA;460.8;469.8;506.6;353.5;440.0;E;C
210060279532;1;1;SP;590.1;609.3;618.4;616.1;520.0;E;F
210060601787;1;1;GO;544.1;542.2;518.5;576.1;560.0;B;B
210061272975;3;1;AC;568.7;572.7;579.8;599.0;560.0;E;B
210059927033;1;1;RJ;575.7;573.0;576.8;653.9;780.0;B;C
210061393997;1;1;PB;544.6;587.2;586.0;594.7;780.0;F;N
210060616544;3;1;CE;492.6;548.4;534.8;530.4;600.0;E;B
210059836976;1;2;PE;552.8;558.6;551.0;711.1;400.0;G;G
210060194381;3;1;BA;533.7;667.3;569.2;658.9;800.0;E;C
210062008339;1;2;SP;546.7;499.4;521.1;450.8;680.0;F;G
210060465716;1;2;PR;558.6;549.7;552.0;670.2;940.0;E;E
210060870518;3;1;BA;389.1;386.1;415.8;350.4;660.0;F;B
210061267982;1;1;RS;596.0;712.4;598.3;790.0;920.0;E;G
210059548608;1;2;PR;490.3;538.4;522.7;393.7;400.0;E;G
210060902330;3;1;PA;327.8;450.4;465.0;350.3;540.0;A;B
210059955735;3;1;PB;601.1;540.5;580.2;634.4;740.0;E;B
210061647463;3;1;PA;424.2;439.2;506.0;393.5;380.0;E;B
210060850093;3;2;GO;543.0;474.5;505.7;360.1;700.0;D;B
210061439442;1;2;SP;612.2;616.4;619.4;773.8;840.0;E;D
210058342061;1;3;PE;538.2;589.8;572.5;426.8;860.0;G;J
210059864633;2;1;BA;545.3;554.3;438.6;354.1;580.0;E;D
210058258006;3;1;PA;445.0;337.9;420.5;406.3;640.0;A;B
210060739228;3;2;BA;360.7;505.7;469.8;373.2;280.0;E;B
210059702284;1;2;SP;466.0;488.3;517.8;461.2;620.0;E;C
210060091855;2;1;MG;482.4;437.3;538.1;589.6;680.0;B;B
210061528137;1;1;RJ;599.4;703.5;577.0;692.1;780.0;G;J
210058531688;1;2;SP;529.9;435.4;559.1;519.5;600.0;E;C
210058311925;1;1;MG;607.9;622.3;619.3;706.0;740.0;E;E
210059349640;3;1;BA;463.6;415.9;478.1;461.9;360.0;F;A
210060672821;2;2;SP;493.1;563.2;518.3;484.3;540.0;E;C
210059974885;1;1;MG;615.0;674.2;668.7;682.1;720.0;G;E
210060411954;1;1;PB;460.5;521.2;555.1;435.3;820.0;B;B
210061541268;3;2;CE;338.1;383.9;372.5;389.6;0.0;D;C
210058592910;3;3;BA;542.1;621.3;583.1;630.2;800.0;G;H
210060332373;3;1;CE;481.3;511.0;486.3;538.2;760.0;G;D
210060021698;1;1;SC;512.3;579.5;523.2;642.2;680.0;G;I
210059998940;0;2;PE;506.8;582.0;582.1;615.0;760.0;E;B
210059577122;3;2;SC;541.0;497.4;510.2;398.2;640.0;E;E
210059064439;1;1;MT;533.8;651.0;535.7;542.4;600.0;G;K
210059745979;3;2;MG;352.3;533.2;468.4;330.2;560.0;C;B
210060717252;1;1;PE;569.9;556.3;555.9;472.5;540.0;C;B
210059175400;1;2;PE;329.8;459.4;452.7;392.8;820.0;D;B
210061658550;1;3;RJ;530.8;660.6;610.8;737.5;960.0;E;G
210060052299;3;1;ES;495.7;471.8;499.3;645.5;0.0;D;J
210060686307;1;1;RJ;638.5;611.1;611.8;676.6;860.0;H;G
210060891703;3;1;RR;467.1;555.2;564.6;535.6;620.0;E;D
210059402236;1;3;MS;476.1;551.7;519.4;660.8;740.0;G;Q
210059584556;3;1;PA;417.7;437.2;462.4;449.8;400.0;B;A
210058085454;3;2;BA;460.4;578.5;561.2;463.4;720.0;A;B
210059444416;1;2;SC;415.6;516.8;436.7;394.2;280.0;E;B
210060254782;1;3;SP;512.0;565.2;589.1;662.8;820.0;G;Q
210060714640;3;2;MG;538.2;559.0;542.8;569.4;640.0;F;B
210058386963;2;1;RS;505.0;590.4;545.0;372.4;320.0;D;D
210059355503;3;2;CE;426.6;476.6;414.9;400.7;560.0;C;B
210059869678;1;2;CE;475.3;604.8;576.5;552.8;960.0;D;C
210058117458;3;1;PI;516.0;491.3;444.0;375.8;0.0;C;A
210059892265;1;2;RJ;492.5;577.8;555.3;513.5;860.0;G;D
210059641647;2;1;SP;515.1;555.2;534.2;341.4;420.0;H;D
210059219269;2;3;SP;505.8;377.2;434.2;442.4;920.0;F;E
210060273667;3;1;CE;578.6;604.7;580.7;662.5;900.0;E;M
210058534197;1;1;PA;407.2;465.9;471.7;445.9;480.0;E;C
210058467058;1;1;SP;462.7;536.4;538.7;560.4;560.0;F;J
210060945949;1;3;SP;616.6;581.1;517.5;689.6;740.0;F;J
210059571802;3;1;RN;508.6;394.6;429.8;473.5;480.0;B;A
210061485062;1;2;RS;492.1;428.7;472.8;546.9;580.0;G;C
210058416469;4;1;RJ;412.5;445.3;507.7;378.4;440.0;E;B
210059476412;1;2;PA;562.3;581.5;609.9;548.2;880.0;F;G
210059107221;2;1;RJ;432.5;564.1;534.9;391.5;760.0;E;D
210059566015;3;2;SP;503.5;482.4;502.0;413.9;400.0;B;C
210060332234;3;2;CE;480.0;397.5;464.4;405.9;560.0;B;B
210061228371;1;1;SP;441.5;463.4;330.3;353.5;460.0;G;O
210058412798;1;2;SP;391.0;558.5;533.8;551.0;760.0;G;D
210062056668;3;1;RJ;490.5;490.9;429.1;435.2;360.0;E;E
210059656106;3;1;SP;557.2;533.8;553.9;469.2;560.0;G;P
210060936626;1;1;PE;401.4;503.9;476.2;433.7;880.0;C;C
210059450599;1;1;SP;602.6;655.4;609.1;660.2;800.0;G;B
210060427214;1;3;ES;457.8;566.6;628.2;522.6;940.0;F;L
210061250983;3;1;PI;418.3;465.5;474.3;407.3;560.0;E;A
210059482090;3;1;PE;490.0;517.5;503.8;353.0;560.0;C;B
210060479443;3;1;PE;478.9;479.7;497.3;548.8;600.0;G;E
210058283422;3;2;ES;481.1;519.1;560.7;611.6;540.0;C;B
210060052790;3;2;BA;396.6;565.6;554.3;625.8;700.0;D;B
210058586266;1;3;MG;491.8;536.8;545.3;649.2;740.0;G;K
210058283427;1;1;ES;597.7;682.3;648.5;731.4;900.0;F;G
210060185820;1;2;SP;562.9;590.1;563.2;475.2;640.0;F;C
210058324835;1;2;PR;554.7;521.8;461.2;546.0;660.0;E;I
210058275807;1;1;RJ;527.9;551.6;512.6;581.9;600.0;B;B
210058502339;3;2;RN;606.5;698.7;587.8;684.6;900.0;G;N
210060730196;4;1;BA;408.5;480.2;468.4;406.0;480.0;C;B
210058556293;3;2;CE;486.0;471.0;488.5;475.7;0.0;B;C
210059743279;1;3;MG;544.7;610.3;544.8;629.9;820.0;E;H
210061314671;3;2;PI;470.4;441.8;337.0;536.1;500.0;E;B
210060431023;1;3;SC;560.4;580.8;553.4;686.8;760.0;E;P
210060948444;2;2;BA;442.2;560.1;530.7;443.4;520.0;C;A
210059462905;2;1;RJ;445.1;469.0;524.5;544.9;720.0;C;D
210061291099;3;1;PI;418.0;411.6;317.9;435.1;480.0;E;A
210060247551;1;1;MS;491.0;618.8;586.2;641.6;880.0;G;N
210059835047;1;1;RS;508.5;528.6;487.5;439.9;740.0;G;D
210058951170;2;1;PE;507.9;467.7;453.2;367.9;520.0;D;C
210058227330;2;1;BA;530.6;536.0;552.5;340.4;560.0;F;B
210059403511;3;2;MT;495.8;528.3;525.0;698.9;600.0;H;E
210061378107;1;2;MT;409.3;542.2;511.4;422.5;480.0;F;D
210060634132;2;1;MG;527.3;570.5;566.0;632.3;880.0;E;D
210058159110;2;2;RJ;441.1;333.3;357.6;522.4;460.0;C;C
210060144516;2;1;BA;520.8;592.7;583.5;647.7;660.0;E;A
210059983891;3;1;BA;383.3;497.0;476.2;437.1;320.0;E;A
210059837880;1;3;CE;708.8;677.6;637.3;781.7;920.0;F;I
210058764366;3;2;CE;482.6;441.4;416.7;472.1;420.0;B;B
210061482639;3;1;MG;529.2;648.5;438.1;577.5;820.0;F;C
210060526368;3;2;CE;497.1;410.1;343.3;521.4;0.0;A;A
210058678423;3;3;MG;546.6;603.7;616.3;727.1;840.0;E;J
210059805373;1;2;AM;352.9;406.6;359.8;332.3;380.0;E;A
210061612102;1;3;DF;606.1;632.0;585.9;709.5;940.0;D;J
210059981866;1;1;CE;409.8;508.1;540.3;335.8;400.0;C;B
210060557813;3;2;SP;562.1;659.4;610.1;530.4;820.0;E;B
210061560607;2;1;MA;400.5;462.0;439.4;402.8;340.0;D;A
210061261196;1;1;SP;583.7;628.2;597.2;675.1;760.0;E;D
210060157844;1;2;MG;601.0;637.7;586.0;640.1;640.0;E;B
210060784770;1;1;PA;492.1;607.9;557.4;482.8;620.0;E;C
210060344536;1;1;PI;590.8;691.4;626.9;760.0;640.0;C;D
210058478283;3;2;CE;607.5;669.4;630.3;687.9;880.0;E;L
210059773859;1;2;PA;378.9;525.3;418.6;538.6;540.0;A;A
210058151493;2;2;PA;576.9;553.6;539.8;576.3;680.0;E;C
210060437759;1;2;CE;578.3;582.3;559.5;652.2;940.0;B;D
210058177786;1;1;PI;456.2;571.9;516.2;473.3;580.0;E;C
210060560173;1;1;SC;544.3;442.3;448.3;579.3;820.0;C;D
210058060157;1;1;PR;460.4;401.0;441.9;504.8;780.0;F;E
210059098334;3;2;SP;534.0;630.9;609.8;691.8;860.0;E;D
210060267503;1;2;SP;599.1;473.4;389.5;485.1;680.0;G;E
210059804108;1;2;RO;530.8;542.9;531.7;464.7;740.0;G;J
210061880709;1;3;MG;520.3;637.3;561.7;627.0;700.0;E;F
210060223030;3;1;SP;432.8;518.7;499.5;399.5;660.0;B;D
210059274378;3;1;MS;479.7;546.7;538.9;562.0;560.0;E;E
210059605400;1;1;PB;515.9;415.3;476.3;444.2;440.0;E;B
210061275779;1;1;MG;564.9;664.6;587.9;703.4;860.0;F;K
210060533924;1;1;SP;592.2;638.9;612.8;742.0;840.0;G;P
210058398190;1;1;DF;678.1;638.8;644.0;763.2;880.0;E;D
210060620611;2;2;PE;477.2;380.5;413.9;334.3;0.0;E;B
210060782074;1;1;MG;433.4;507.8;470.6;497.2;620.0;B;A
210060836424;2;1;AP;389.8;403.9;420.3;339.1;0.0;E;B
210060611771;1;1;PA;407.7;484.6;418.2;371.4;300.0;C;C
210061330097;1;1;SP;505.8;606.4;580.0;551.8;700.0;E;E
210058081882;1;1;RJ;528.2;414.9;461.2;340.2;340.0;E;B
210061710008;1;1;MG;608.3;680.7;651.7;738.7;960.0;G;P
210060522329;3;1;AM;439.2;527.6;533.7;333.4;560.0;D;B
210058480969;3;2;BA;412.5;534.5;510.5;496.0;500.0;E;B
210060053016;2;2;RN;480.7;557.3;545.9;561.3;660.0;B;B
210060776227;3;1;PE;689.3;670.7;621.9;782.8;820.0;F;F
210061746398;1;1;RJ;580.9;576.2;557.0;592.6;580.0;E;C
210060351364;3;1;PA;431.4;491.0;500.6;445.8;660.0;G;D
210059244188;2;1;BA;364.1;459.7;414.6;401.4;480.0;B;A
210062024278;1;1;GO;509.7;426.0;482.8;457.9;540.0;G;I
210058354868;1;2;PR;514.5;593.3;495.2;590.1;920.0;C;G
210060156455;2;2;BA;459.0;538.4;526.5;544.9;900.0;D;B
210061907998;2;2;RJ;387.4;355.3;493.2;351.7;340.0;C;B
210058677610;3;1;MA;432.7;497.6;497.2;449.6;480.0;E;B
210058454904;3;1;MA;348.7;397.4;414.5;435.3;640.0;F;D
210061199817;3;1;MG;413.6;465.6;384.5;487.0;400.0;F;B
210061927990;1;2;SP;479.1;475.0;406.6;464.5;660.0;C;C
210059440718;2;3;RJ;505.1;582.6;505.8;591.1;920.0;G;F
210058524417;3;1;MT;483.2;633.9;661.9;716.1;680.0;F;E
210059312036;3;2;CE;525.8;427.7;444.8;414.9;300.0;H;B
210060147760;4;1;MG;530.6;547.1;545.0;539.6;860.0;B;D
210060799104;3;1;AL;563.9;633.5;651.6;755.9;940.0;G;O
210060187792;3;2;BA;519.0;516.4;488.2;571.7;340.0;E;C
210060343036;1;1;SP;420.3;447.4;458.1;394.0;480.0;G;F
210060946890;1;1;PR;505.4;573.9;580.5;448.7;500.0;E;G
210059387274;1;1;PB;415.1;396.6;505.9;435.4;580.0;C;C
210059047450;3;1;AM;513.0;339.9;456.5;349.5;520.0;E;B
210059477663;3;1;CE;353.2;360.6;420.2;362.6;600.0;F;A
210058247960;3;3;MT;348.2;422.4;467.9;427.7;860.0;E;J
210062002428;1;1;SP;627.6;611.3;574.4;569.4;580.0;G;M
210061980763;1;2;RS;553.5;523.9;553.4;589.5;420.0;F;C
210060432475;3;1;RN;617.6;632.8;622.0;753.1;520.0;C;L
210061395824;1;3;SP;607.5;634.8;625.4;858.8;800.0;F;J
210058297400;3;1;BA;467.0;599.4;590.1;605.1;800.0;F;E
210059842247;3;1;PE;556.1;656.1;619.4;732.0;920.0;C;E
210058674263;3;2;PE;509.3;506.3;530.3;604.7;480.0;H;F
210061356705;4;3;GO;401.2;469.8;488.6;458.1;740.0;G;G
210061734568;1;2;SP;447.2;418.1;452.2;378.0;480.0;D;C
210059226555;3;2;PB;503.1;594.3;571.8;389.6;660.0;E;A
210062000062;3;2;BA;380.5;454.3;490.4;341.6;600.0;E;B
210058851770;1;2;PE;617.1;598.9;628.9;687.5;940.0;C;B
210060617549;2;1;RJ;556.2;585.2;581.0;590.3;720.0;C;C
210060857081;3;1;PA;467.9;473.3;506.3;529.3;780.0;F;F
210058915099;2;1;ES;451.2;605.8;533.4;454.4;580.0;C;C
210059806356;3;1;PI;701.4;709.0;674.4;773.2;920.0;F;D
210058201537;1;2;SP;479.0;538.3;578.5;614.7;720.0;G;C
210058644429;1;1;RJ;585.3;557.1;567.3;637.4;680.0;F;E
210059373289;1;1;DF;744.4;670.7;629.0;837.1;720.0;G;Q
210059976003;1;2;PR;543.7;568.0;576.2;646.3;920.0;E;C
210061851338;3;1;PE;521.9;583.4;557.4;544.7;800.0;H;F
210060007042;1;1;PE;479.8;530.5;478.0;478.2;940.0;C;D
210058674704;1;1;CE;528.4;632.5;601.5;655.2;880.0;E;A
210059938374;3;2;AM;488.0;448.0;471.2;381.2;560.0;E;C
210062033344;3;1;AC;489.6;552.3;507.1;367.2;540.0;B;D
210058139648;3;1;SE;446.3;506.7;483.0;365.0;900.0;E;A
210059150413;3;2;PA;504.6;567.7;555.3;625.7;900.0;F;G
210061701252;2;1;RJ;443.2;0.0;302.7;505.3;0.0;E;D
210062060309;1;1;RJ;483.2;544.4;523.2;574.7;840.0;F;D
210061296416;3;1;PI;360.2;514.0;488.5;673.6;760.0;E;B
210060639581;1;1;MA;475.8;443.0;494.4;679.1;720.0;D;E
210058569608;1;1;BA;682.2;671.0;637.8;794.5;920.0;F;N
210060529974;3;1;RJ;444.0;436.8;416.4;415.0;420.0;A;B
210059305748;0;3;PI;568.7;600.9;565.5;502.9;900.0;G;F
210061245268;1;1;PB;598.4;605.9;559.6;713.2;860.0;G;D
210058114211;1;1;SP;461.9;349.5;582.4;549.4;720.0;G;G
210059496600;3;1;SC;656.1;707.7;725.8;762.1;940.0;F;L
210058139563;3;1;GO;564.4;527.3;534.3;578.4;820.0;G;J
210058951078;1;1;MG;622.0;652.6;614.7;772.4;920.0;E;F
210060857474;3;2;GO;557.9;627.9;531.6;737.2;680.0;E;D
210061374531;3;1;SP;506.7;596.1;580.9;717.3;760.0;E;H
210059422790;3;2;CE;362.7;352.8;448.4;380.2;280.0;E;B
210058169235;3;1;BA;584.2;599.4;510.7;671.4;700.0;E;B
210061343004;0;1;RJ;522.7;552.0;526.8;490.9;520.0;H;B
210059460584;1;1;MA;536.5;630.6;617.0;511.4;580.0;B;B
210059363649;2;1;MG;429.9;591.3;584.2;539.3;600.0;C;A
210058797236;1;2;MG;448.7;438.7;474.5;488.5;680.0;D;E
210059137385;1;1;PR;520.2;574.8;609.6;530.0;640.0;D;F
210058146758;3;1;PA;439.5;530.1;541.0;609.8;480.0;H;B
210060133456;3;2;SP;442.2;520.6;424.3;465.1;700.0;B;B
210059712737;3;1;MG;617.3;643.8;551.3;713.4;920.0;F;J
210059175049;3;2;AL;393.5;473.2;517.5;574.0;620.0;E;D
210060493944;3;1;CE;503.2;0.0;593.5;602.6;640.0;E;B
210061397603;1;1;RJ;543.9;528.0;384.7;694.2;640.0;E;C
210061357073;1;1;RS;452.2;599.8;510.6;600.2;560.0;E;C
210061422516;1;3;DF;671.4;631.0;638.9;719.3;960.0;F;Q
210059237976;3;1;PI;435.1;536.8;521.6;654.3;720.0;B;B
210060582409;1;1;RN;324.1;447.3;462.8;346.4;0.0;E;B
210061686855;1;2;DF;481.8;529.7;475.3;468.8;400.0;H;B
210058302752;2;1;RJ;437.1;346.6;371.6;501.7;560.0;B;B
210060482617;1;2;SP;529.4;473.9;497.4;429.5;940.0;E;G
210059746531;1;3;CE;637.5;576.3;520.4;796.4;940.0;F;F
210060722120;3;1;PA;543.8;615.9;535.5;430.7;400.0;C;B
210058470753;3;1;MG;726.6;623.9;572.3;826.9;920.0;E;H
210059473566;3;1;CE;606.5;681.2;663.6;691.9;600.0;E;H
210060294038;3;1;RJ;482.1;548.0;441.8;553.9;720.0;C;E
210058976812;1;1;SP;716.5;644.6;644.6;958.6;640.0;F;O
210061000406;1;2;RS;587.0;623.2;590.2;718.9;840.0;G;I
210061089850;1;1;MG;653.5;633.6;621.4;767.9;940.0;G;D
210060300418;1;3;MG;604.6;585.5;596.9;743.0;920.0;E;E
210059708412;1;1;MG;653.5;656.1;680.3;711.9;940.0;F;K
210058835964;1;3;PA;531.9;512.1;564.5;653.9;820.0;G;H
210061109499;3;1;PE;485.9;564.0;537.0;595.5;900.0;F;B
210058416411;3;1;RS;472.1;531.3;576.6;689.6;600.0;E;D
210058421482;0;1;RJ;502.1;566.5;511.8;531.3;400.0;H;B
210058798755;1;2;ES;543.1;574.5;581.6;570.7;580.0;F;G
210058368141;2;3;PA;482.3;591.5;574.3;611.8;900.0;G;H
210060316959;1;3;AM;499.1;620.1;613.5;470.6;640.0;E;B
210059654521;2;1;MA;385.8;412.5;354.5;354.7;420.0;A;B
210061042912;1;1;MG;685.6;651.6;607.0;780.1;880.0;D;H
210061736159;1;1;PE;439.1;429.6;518.2;371.3;540.0;F;G
210059046387;3;1;PB;458.9;538.5;543.3;425.0;560.0;E;B
210061510367;2;1;SE;536.2;477.7;538.7;559.7;680.0;D;F
210059943663;3;1;ES;491.6;557.1;516.6;639.3;880.0;E;G
210060850079;3;2;CE;378.5;324.5;397.4;345.1;320.0;D;B
210059958966;1;1;RS;552.4;556.9;490.3;563.5;840.0;H;E
210060523115;3;2;SP;443.7;462.5;460.1;377.7;360.0;B;B
210058432038;2;1;RJ;488.0;397.7;351.7;435.8;500.0;B;B
210058085260;3;2;RJ;363.0;519.1;527.4;513.9;580.0;E;C
210060500593;3;1;RR;440.2;554.0;552.2;434.1;620.0;E;D
210061241556;3;1;RJ;406.4;439.5;517.2;460.9;280.0;B;F
210061627828;1;3;MT;383.1;333.5;404.7;513.8;860.0;G;J
210059184931;1;2;PE;528.6;396.8;334.6;372.9;480.0;C;A
210059933445;3;2;CE;391.1;502.9;543.2;613.1;700.0;D;B
210059185895;3;1;SE;480.5;358.7;399.4;402.8;360.0;D;B
210060251202;2;1;CE;669.4;621.5;569.8;620.1;820.0;G;B
210059281121;3;1;PI;508.4;495.1;484.1;480.1;740.0;G;G
210058796597;1;2;RS;439.5;539.3;562.9;523.1;640.0;E;D
210058266324;1;3;SP;470.3;506.4;500.0;625.9;640.0;G;I
210059199468;3;1;PA;573.1;544.2;540.2;544.1;640.0;C;C
210058066017;3;2;PE;485.7;504.2;473.2;570.7;740.0;C;B
210059089142;3;1;BA;460.0;576.0;553.2;681.5;660.0;F;C
210058860187;2;2;PA;503.9;447.8;448.9;469.8;380.0;G;B
210058065828;1;2;AM;517.1;424.1;456.4;448.9;0.0;G;H
210061482113;3;1;PA;531.0;514.6;572.6;537.5;900.0;G;J
210061379708;1;1;SP;531.2;603.7;572.2;718.8;920.0;D;C
210061320939;1;1;SP;635.1;601.9;559.3;818.6;780.0;E;O
210061693036;3;1;PA;404.2;540.8;529.2;489.7;680.0;D;A
210061027599;3;3;PA;608.8;607.2;599.2;708.1;980.0;F;B
210058047134;1;1;MG;634.0;673.2;610.2;738.4;900.0;E;J
210058348541;1;2;SP;609.5;648.3;568.9;813.9;740.0;B;F
210058517758;2;2;MG;420.5;481.2;486.7;542.8;580.0;E;B
210059925431;3;1;PA;392.5;440.9;468.2;457.6;480.0;C;B
210060576708;3;2;GO;576.9;617.8;590.4;770.0;840.0;F;J
210060595711;3;1;AM;502.1;524.8;549.5;591.7;600.0;G;B
210058118088;2;1;CE;537.4;643.8;544.5;485.1;560.0;B;B
210060379330;3;2;BA;416.2;371.7;346.0;380.7;560.0;E;B
210061204842;1;3;RS;549.9;381.8;387.3;368.5;340.0;G;J
210061081344;3;2;BA;422.9;379.4;493.3;501.9;360.0;E;B
210060186364;1;1;MG;566.9;559.4;542.9;378.3;660.0;E;L
210058212544;1;3;DF;653.9;655.0;619.4;921.4;720.0;G;O
210061107712;1;1;PE;557.3;560.5;558.0;602.9;820.0;E;B
210059363983;3;1;MT;437.6;503.5;516.5;527.1;640.0;F;H
210058833200;2;1;RS;477.7;427.6;401.5;407.9;520.0;E;C
210058066472;1;2;SP;572.7;565.4;549.3;655.0;0.0;E;B
210059299163;1;1;PE;716.8;669.5;598.4;769.8;840.0;F;N
210058721786;2;2;CE;333.8;368.3;388.9;389.1;0.0;B;B
210058744582;3;1;RS;485.3;557.5;563.0;603.8;760.0;F;P
210061277980;3;1;PI;396.7;498.8;514.0;415.5;900.0;D;E
210060960813;3;1;MG;545.3;610.9;551.0;638.7;880.0;G;G
210059151048;3;1;RN;399.9;541.1;491.1;424.9;560.0;B;B
210061597734;0;3;SC;394.6;374.0;440.4;449.4;640.0;F;F
210059689625;3;1;CE;379.9;394.5;472.7;409.7;500.0;C;B
210059952685;2;1;SE;476.8;536.6;444.5;391.3;360.0;A;C
210060265461;3;2;CE;534.6;551.6;561.9;618.2;560.0;H;B
210061033991;1;1;PA;400.9;465.1;488.6;359.5;440.0;B;A
210059743949;3;1;AM;463.6;346.2;292.0;470.1;380.0;B;G
210059308239;2;2;RJ;348.2;361.6;419.6;435.4;560.0;E;B
210059564693;1;1;PR;673.3;613.6;650.8;740.6;820.0;F;H
210058670113;2;2;RN;421.6;541.4;510.0;452.1;560.0;E;B
210058086799;1;3;ES;650.3;676.7;615.3;818.8;880.0;E;J
210060330112;2;1;CE;434.0;416.4;423.1;378.7;480.0;D;A
210059827442;3;1;AP;430.4;467.0;513.6;402.8;560.0;B;B
210058504855;1;3;SC;639.4;614.4;609.3;671.1;820.0;G;Q
210059625240;4;1;AL;479.4;506.7;497.1;515.2;560.0;D;D
210060797530;3;1;PA;548.9;532.9;434.0;590.5;920.0;E;C
210058420140;3;1;PA;492.7;443.2;484.3;431.8;560.0;B;B
210059446081;3;1;ES;457.7;491.5;508.7;456.3;400.0;E;B
210059633442;3;1;ES;546.2;610.5;554.1;653.7;600.0;F;D
210058781708;1;2;TO;410.9;527.8;520.5;552.9;820.0;E;E
210060609669;3;2;MG;534.2;455.7;587.9;669.2;820.0;D;B
210058505549;3;2;RN;497.3;627.8;584.2;535.6;560.0;E;B
210061826090;2;2;PE;432.2;429.3;464.2;416.3;0.0;B;B
210060860567;3;1;SP;678.2;636.5;619.4;915.0;880.0;E;G
210061923417;3;1;PI;451.2;512.2;487.8;436.3;400.0;A;A
210060451016;3;1;SP;432.2;557.9;577.9;395.3;620.0;E;C
210059010606;1;3;SP;554.4;600.8;617.7;650.4;680.0;G;N
210061107480;3;1;AM;523.3;541.2;512.1;551.2;360.0;B;B
210060333965;1;2;MS;575.0;603.8;568.3;657.7;940.0;G;M
210061396782;3;2;RS;421.3;478.3;416.0;433.5;460.0;D;B
210059268967;1;1;PE;564.3;559.5;648.3;610.4;600.0;A;C
210058577622;1;2;SP;488.4;567.2;507.9;542.3;360.0;E;L
210060104188;2;1;BA;362.0;441.4;473.0;369.8;380.0;E;B
210060532818;2;1;RJ;575.9;647.4;600.5;681.3;600.0;E;F
210061056494;4;2;BA;454.5;439.6;440.8;470.8;320.0;A;B
210058316809;3;2;PA;406.3;493.2;413.6;340.4;580.0;F;B
210058050894;1;1;RN;356.0;422.8;448.6;464.1;640.0;E;B
210061014387;2;1;AP;422.1;457.2;499.4;370.4;0.0;E;B
210058182113;0;2;CE;512.8;405.8;309.3;458.9;360.0;H;B
210058841013;3;3;PA;471.6;563.5;562.2;611.4;700.0;E;D
210060261613;2;1;SP;624.4;633.6;618.8;817.4;880.0;E;E
210059539517;2;1;RJ;522.2;411.5;564.9;497.8;580.0;B;B
210060475475;1;1;SP;637.8;646.5;611.7;755.5;780.0;F;H
210058154023;1;2;PR;501.6;534.9;521.0;539.3;520.0;C;C
210060167309;3;1;MG;706.6;640.9;651.4;865.0;940.0;F;G
210060604176;3;2;AL;497.6;511.5;474.5;598.5;580.0;B;B
210058166594;1;1;RS;328.2;446.5;442.9;356.3;320.0;E;D
210060075348;1;1;SP;457.6;557.8;564.4;510.1;0.0;D;G
210061542797;3;1;RJ;480.8;375.4;453.8;328.2;600.0;C;B
210059591441;1;3;SP;495.9;589.5;567.6;488.5;640.0;F;E
210058375212;2;1;PI;430.0;469.6;469.8;349.9;380.0;E;B
210059481118;2;1;BA;521.0;617.5;583.4;575.7;900.0;E;C
210058755641;3;1;CE;431.8;551.1;516.0;519.0;660.0;E;C
210059372965;3;2;SP;383.1;511.3;466.8;404.3;640.0;D;B
210060327295;3;1;CE;411.4;467.8;460.5;403.8;460.0;A;B
210061536864;1;1;PR;573.9;623.8;600.3;614.5;540.0;D;C
210060260500;1;1;SE;622.3;666.3;640.7;699.9;960.0;G;D
210061245081;2;2;SP;403.6;485.6;523.3;494.7;620.0;E;C
210061390374;1;2;ES;566.3;479.4;517.7;486.2;440.0;B;B
210058946708;3;1;DF;474.1;569.4;545.3;577.7;640.0;D;A
210061453554;3;1;PA;367.1;498.7;473.8;435.5;740.0;D;B
210058789529;1;2;RJ;529.8;599.6;567.6;690.0;800.0;E;D
210059389878;2;1;RJ;569.5;600.1;583.7;682.6;820.0;E;D
210060121461;0;1;SP;498.1;426.1;438.0;390.9;540.0;D;B
210058255471;2;1;MA;337.3;533.8;479.7;380.0;840.0;E;A
210058536743;1;1;SP;427.4;557.8;535.9;660.8;620.0;D;G
210059036960;4;2;RJ;469.4;572.5;500.2;509.9;640.0;F;C
210060298885;3;1;MS;466.2;552.3;539.9;485.6;480.0;F;G
210060723209;1;3;SP;592.4;639.3;595.4;674.4;840.0;G;M
210058496246;3;2;PB;429.4;503.2;480.5;471.7;340.0;E;B
