NU_INSCRICAO;TP_COR_RACA;TP_ESCOLA;SG_UF_RESIDENCIA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q002;Q006
210061062576;2;1;PR;428.6;479.4;341.9;367.7;540.0;E;D
210059943957;3;2;SE;469.3;542.0;562.6;659.7;700.0;E;B
210059966528;2;1;PE;435.7;578.4;359.1;539.3;480.0;C;A
210060198562;1;1;PR;763.8;673.6;639.8;907.6;800.0;G;H
210059932498;1;1;PA;558.4;613.2;570.3;528.4;900.0;E;E
210059925858;3;2;AL;456.4;541.4;572.9;508.2;680.0;E;D
210060416836;1;2;CE;463.1;521.5;543.5;460.9;520.0;C;B
210058453852;1;1;MG;525.9;574.3;649.3;662.3;660.0;G;L
210060502718;1;2;MA;515.3;516.5;584.4;735.3;840.0;E;G
210061781125;1;1;MG;531.3;562.7;524.3;501.5;560.0;E;E
210059705502;3;2;MA;462.4;425.0;446.0;426.8;520.0;C;B
210061425971;1;3;SP;608.5;565.9;568.6;725.5;740.0;G;K
210060459809;1;1;RS;575.5;576.9;538.9;683.7;580.0;E;C
210059332486;3;1;CE;604.2;603.3;611.8;727.1;780.0;E;N
210059598930;3;1;PE;437.8;501.7;517.0;573.3;640.0;B;A
210060489767;3;1;BA;547.4;343.5;486.8;428.4;660.0;B;C
210059584584;3;2;PA;449.7;416.4;429.1;415.1;380.0;D;C
210058450632;1;1;CE;466.6;571.3;523.9;546.7;640.0;D;G
210062041497;1;2;RS;427.2;378.7;503.3;370.5;620.0;D;C
210059452732;1;1;SP;547.9;539.2;556.5;643.3;960.0;F;M
210061992785;3;1;MG;486.3;477.8;536.2;735.3;680.0;E;I
210060372550;3;1;CE;392.0;559.1;522.5;625.8;620.0;E;C
210061983890;3;1;MA;440.2;475.5;495.1;346.6;600.0;E;B
210059357233;3;2;BA;522.8;589.1;559.2;529.2;780.0;E;A
210061313259;1;2;MG;517.8;497.2;475.9;405.9;520.0;E;B
210060241744;3;1;MA;404.5;426.9;447.1;387.1;520.0;B;B
210060382908;1;2;RN;517.7;434.0;525.9;642.0;720.0;E;D
210059145892;1;1;SP;477.5;605.0;594.3;606.9;840.0;D;C
210058549857;1;1;SP;532.3;528.5;488.2;649.0;440.0;G;Q
210058756189;3;3;RN;561.2;592.7;508.8;637.8;940.0;E;C
210059397830;3;1;PA;522.0;591.6;582.9;574.1;600.0;F;C
210061356008;3;2;DF;538.7;591.9;626.2;569.1;380.0;G;G
210059072246;2;2;PA;415.7;419.3;447.9;356.7;480.0;E;A
210059901573;3;2;SP;487.4;574.0;540.2;493.7;500.0;F;D
210058448494;3;1;CE;338.6;423.5;394.2;409.4;320.0;A;A
210059484454;2;1;SP;556.7;500.5;551.7;586.3;740.0;D;D
210061951743;1;3;PR;538.3;556.8;555.4;565.2;500.0;E;C
210058190638;1;3;PR;641.8;657.2;587.5;743.3;800.0;G;H
210059852789;1;1;SP;438.7;501.2;541.0;559.5;680.0;F;I
210059271822;3;1;PE;638.2;627.5;579.3;663.9;560.0;E;G
210060147915;3;1;RN;436.9;532.5;538.3;461.9;720.0;G;C
210060719326;3;1;BA;410.2;347.6;350.9;375.9;460.0;H;B
210060150636;1;1;BA;0.0;600.6;579.4;0.0;860.0;G;P
210059169648;1;1;SC;376.9;406.8;535.2;665.8;600.0;F;E
210059065465;1;2;SP;515.2;324.9;561.1;501.2;460.0;E;D
210060346484;2;1;MG;586.3;541.9;491.3;476.8;660.0;B;H
210059475151;3;1;GO;527.0;599.4;610.7;683.2;960.0;E;I
210058758156;1;1;SP;662.6;766.6;639.9;756.5;940.0;F;G
210059198233;1;1;ES;551.0;561.3;545.8;668.6;880.0;G;G
210059351053;1;1;CE;582.2;573.0;533.1;655.7;840.0;B;B
210059797061;3;1;PE;556.4;622.7;609.1;683.2;540.0;E;E
210060779727;3;1;PE;551.3;570.0;437.2;367.8;380.0;D;A
210058827370;1;2;BA;472.2;523.2;523.2;466.0;620.0;E;B
210060030543;2;2;MA;447.8;546.3;477.9;418.2;540.0;E;B
210058728159;2;1;BA;487.1;583.5;570.8;617.3;900.0;G;C
210060597435;2;1;MA;639.2;694.2;657.5;675.7;920.0;E;B
210060433813;3;2;DF;501.4;561.2;586.7;546.5;480.0;E;B
210060038851;3;2;SE;495.3;466.0;475.1;417.0;760.0;E;B
210059100675;3;1;PA;481.8;435.3;492.1;378.7;520.0;E;B
210059070340;3;1;PI;475.7;491.9;543.9;476.5;780.0;G;H
210060719482;3;3;BA;516.1;0.0;532.7;605.7;880.0;F;G
210061402627;1;1;RO;375.1;549.4;574.8;702.7;780.0;G;N
210060554712;2;2;BA;432.3;466.5;495.6;351.0;500.0;C;B
210061333051;1;1;SP;662.4;697.0;649.2;786.9;880.0;F;H
210058700366;2;1;BA;481.9;565.7;591.9;592.6;560.0;D;C
210061924645;1;1;MG;674.9;621.2;606.6;816.0;940.0;F;Q
210061734742;2;2;DF;391.5;341.1;434.8;360.9;560.0;E;A
210061261576;1;3;CE;538.3;625.9;588.1;671.6;880.0;C;F
210059929909;3;1;PA;522.8;0.0;572.6;627.5;380.0;G;K
210059711160;3;1;MA;470.5;421.3;493.2;413.5;640.0;F;D
210060658737;1;3;SC;530.7;597.8;562.6;695.4;940.0;E;G
210058137846;1;1;TO;599.3;632.5;625.7;726.8;920.0;G;L
210061380697;3;1;AM;539.5;495.8;452.5;421.6;340.0;A;B
210059655876;2;1;DF;564.9;622.0;570.3;721.8;640.0;G;D
210060116609;3;2;SC;337.9;329.5;462.7;402.0;320.0;G;C
210060557106;1;2;PE;473.0;441.7;478.5;561.6;680.0;C;B
210058613006;3;2;PE;465.6;442.3;446.0;387.0;740.0;E;F
210060255390;1;1;MA;581.2;474.0;460.0;524.4;840.0;D;E
210062047354;2;1;AL;487.9;554.7;551.1;584.6;820.0;F;B
210059347467;2;1;MA;440.3;483.5;498.9;336.7;800.0;F;C
210058512234;1;2;PB;393.7;462.5;341.9;451.0;740.0;E;B
210059906485;1;2;CE;563.1;610.1;557.9;693.4;880.0;E;C
210059278697;1;1;SP;685.6;691.2;643.4;785.7;960.0;E;L
210059986552;3;1;PI;407.7;382.6;483.6;431.3;580.0;E;D
210062036690;1;1;RJ;541.9;432.0;474.5;510.4;680.0;E;C
210059317505;3;2;SP;433.4;512.8;512.5;480.8;520.0;C;C
210058463384;2;1;CE;437.2;577.1;617.2;631.1;780.0;G;J
210060143815;3;2;SP;440.7;564.0;523.4;481.3;640.0;C;H
210058408049;1;1;SP;633.7;573.0;600.8;643.2;480.0;G;Q
210060203730;3;2;BA;400.9;515.4;511.8;385.8;580.0;E;B
210059113321;1;1;RJ;509.1;570.3;521.1;504.7;600.0;D;C
210058223547;3;1;ES;521.5;641.9;609.4;525.2;520.0;E;F
210058149228;3;1;RJ;454.0;398.0;454.3;377.6;480.0;A;B
210061931501;3;1;CE;612.5;600.8;558.2;679.4;640.0;E;G
210059443930;1;1;CE;637.4;615.2;533.4;776.4;740.0;F;Q
210061254003;5;2;SP;498.4;326.5;552.6;541.6;480.0;E;D
210060836428;3;1;MG;480.2;565.1;589.0;565.1;720.0;E;D
210059546642;1;1;PE;513.8;425.0;442.9;377.5;840.0;E;B
210058914178;3;1;BA;394.4;453.9;466.7;348.4;680.0;B;B
210060658609;1;1;PA;553.9;619.7;614.8;648.7;560.0;G;G
210061583028;1;2;MT;543.6;563.8;543.7;585.3;600.0;C;F
210060202074;3;1;PE;606.3;682.7;633.3;747.9;800.0;E;D
210061970991;1;1;RJ;560.0;598.3;624.3;681.6;580.0;G;O
210061816104;3;1;PI;328.3;409.3;457.2;370.4;480.0;D;D
210058916447;4;1;PR;396.4;524.7;531.0;495.6;0.0;F;H
210060495641;3;2;PE;442.0;364.6;474.0;367.4;480.0;B;A
210061089472;5;1;BA;383.9;377.6;365.9;355.3;640.0;D;E
210058092498;4;1;GO;505.8;590.1;565.7;569.2;500.0;E;H
210058142581;3;2;DF;547.5;575.0;554.8;387.1;600.0;D;F
210058178243;3;2;SP;443.7;575.3;506.4;492.3;600.0;E;B
210060459056;0;1;MG;666.4;605.7;558.8;720.0;640.0;G;D
210060412304;1;2;RS;467.6;474.2;500.2;458.7;700.0;E;C
210060557887;1;2;MG;559.0;558.4;538.7;711.1;640.0;G;I
210060809796;1;1;SP;615.0;567.6;540.7;691.9;840.0;C;C
210059809134;3;3;SP;458.0;589.8;540.4;623.1;720.0;F;E
210058627930;1;3;CE;611.6;630.9;648.1;778.5;900.0;G;I
210062004510;1;1;ES;518.5;673.4;593.9;557.2;780.0;B;B
210061374160;1;1;BA;512.4;555.2;571.5;473.6;860.0;E;B
210061646478;1;1;ES;497.2;530.4;555.7;510.9;860.0;E;G
210061554438;1;1;PB;631.8;641.2;636.5;730.8;900.0;F;F
210059801179;3;1;MG;557.6;576.8;579.0;695.5;960.0;G;N
210058250184;1;1;SP;522.7;593.5;520.4;638.0;860.0;F;J
210060874272;3;1;MA;513.6;533.3;531.0;505.5;600.0;G;B
210060103409;1;1;SP;465.2;534.7;535.9;548.8;640.0;C;D
210060523567;3;1;SP;397.1;478.3;413.9;529.6;700.0;F;B
210058853586;1;2;PR;408.4;418.9;462.0;377.3;920.0;E;C
210060554480;3;1;PA;483.6;522.6;482.7;438.6;680.0;H;A
210059802174;1;2;PR;495.2;542.8;553.8;419.5;680.0;E;B
210058126757;1;1;MT;472.8;495.9;479.6;397.3;720.0;C;C
210061218151;3;1;BA;622.0;661.1;554.1;696.3;860.0;E;C
210060988304;1;2;MG;661.3;705.8;630.1;767.5;920.0;F;H
210058159749;1;1;GO;578.6;576.4;550.1;583.1;880.0;E;E
210060879049;3;3;PA;448.8;539.3;439.7;599.5;860.0;G;J
210061345392;2;1;BA;540.4;575.2;581.3;566.7;720.0;D;B
210060364078;3;2;RJ;545.2;580.7;592.8;603.6;680.0;E;A
210061512444;1;1;SP;528.8;567.1;562.0;573.2;660.0;G;C
210059213924;3;2;MG;412.8;373.6;393.8;510.7;720.0;B;C
210059293970;1;2;BA;518.0;559.5;516.3;423.9;520.0;E;B
210061692460;1;3;SP;584.1;561.8;518.9;618.9;880.0;E;G
210060720057;2;1;PB;448.0;471.4;498.2;562.8;580.0;B;B
210059852346;3;1;RJ;526.5;542.4;588.1;387.6;640.0;D;B
210061823851;3;1;RS;380.4;473.6;500.5;553.4;520.0;G;G
210061686031;3;1;AL;565.0;520.4;540.2;626.2;620.0;G;G
210059645517;3;1;PE;374.7;445.4;465.7;595.7;640.0;F;C
210058784379;1;1;SC;578.8;644.7;620.8;703.2;880.0;E;E
210060926200;3;2;MG;588.1;570.1;492.1;690.8;720.0;C;B
210059168875;3;1;MA;443.3;514.3;512.2;487.8;540.0;E;C
210059807346;2;1;BA;485.3;503.0;511.0;411.3;640.0;B;B
210058686827;3;3;PR;481.6;442.2;464.3;411.9;380.0;E;D
210059923142;3;2;CE;479.9;560.4;541.9;451.4;900.0;C;B
210060460878;3;1;PA;461.6;353.0;467.5;463.9;460.0;F;J
210062004891;3;1;BA;380.2;491.0;409.0;435.1;440.0;D;C
210060985744;2;1;PE;558.9;617.3;582.2;693.1;720.0;D;G
210061182221;1;1;SE;469.0;458.0;495.5;350.7;720.0;D;B
210058272572;3;3;BA;577.0;545.5;570.0;707.6;880.0;F;C
210058605946;1;2;MS;608.4;625.0;551.4;660.2;800.0;E;E
210059692972;3;2;MA;339.6;422.4;457.9;469.4;940.0;E;B
210061486327;1;1;SP;610.7;700.8;649.0;753.4;920.0;G;N
210058746199;3;1;MT;519.3;495.9;529.2;412.8;600.0;D;B
210060586432;3;2;PI;456.0;462.9;338.8;364.3;740.0;E;B
210061670240;1;1;MA;492.6;427.6;332.3;345.1;320.0;D;A
210059015799;3;1;PB;460.7;510.2;540.6;648.0;520.0;C;B
210058742543;3;1;RO;496.7;482.4;525.1;430.4;560.0;F;K
210059692489;1;1;RS;598.8;597.2;609.2;644.1;700.0;G;F
210059398988;1;1;MG;486.1;558.1;571.6;641.0;720.0;F;F
210059683700;4;2;BA;591.3;668.0;618.6;711.9;720.0;E;C
210061124939;1;2;PB;530.6;557.7;504.5;643.2;980.0;E;A
210058520654;3;1;BA;549.9;598.2;567.3;593.3;620.0;G;E
210059114995;1;1;RS;555.3;600.3;628.5;646.3;800.0;E;J
210061494140;1;1;SP;511.7;603.5;571.3;534.4;420.0;E;D
210061789356;1;1;RN;555.3;602.4;629.5;617.0;940.0;F;D
210060606150;3;1;CE;509.2;433.3;521.7;526.5;460.0;B;D
210058501205;1;1;SP;539.4;519.9;602.0;599.9;640.0;D;B
210060521034;3;2;PA;441.1;494.1;454.6;470.3;700.0;E;B
210061694726;2;2;MG;502.5;428.1;473.7;345.7;360.0;E;B
210058099293;3;3;AL;473.8;620.1;596.2;641.4;940.0;F;B
210058774613;1;3;GO;482.1;469.8;461.8;438.7;320.0;F;I
210059599454;2;2;PE;475.6;478.3;497.8;628.0;860.0;E;B
210059594711;4;2;MA;327.1;411.9;423.0;368.1;320.0;C;A
210058116942;3;1;TO;410.6;424.4;460.1;478.3;480.0;E;B
210061465251;3;1;PR;571.1;561.9;551.8;414.0;540.0;G;P
210059297531;3;1;PA;436.5;375.2;471.6;344.0;340.0;B;B
210058156357;3;2;CE;528.7;452.5;486.4;444.0;200.0;C;B
210059777448;1;1;RJ;526.1;452.2;466.0;554.4;520.0;C;G
210061250187;3;1;PE;424.4;430.9;416.8;583.0;720.0;A;A
210058694962;1;1;RS;415.4;510.1;488.8;339.7;580.0;E;D
210060590393;3;1;PE;442.7;480.2;506.0;547.0;800.0;E;B
210058718185;1;2;SP;418.5;450.3;503.4;542.3;500.0;C;B
210059776171;1;1;RS;488.3;465.5;444.5;542.1;760.0;F;H
210059510387;2;2;RJ;416.5;390.6;378.3;376.1;520.0;D;B
210061637115;2;1;SP;518.1;523.0;543.0;592.0;680.0;D;E
210059233787;2;1;PA;427.3;385.1;408.6;349.9;420.0;B;A
210058460935;1;3;SP;590.8;653.0;611.6;756.5;880.0;E;H
210061303238;1;1;SP;605.1;646.2;681.7;787.1;560.0;E;C
210060634700;1;2;PR;523.9;605.4;620.9;617.5;640.0;E;F
210058193242;3;2;GO;377.2;484.6;467.1;349.2;320.0;E;B
210060861576;1;3;MG;566.7;599.6;579.7;664.8;880.0;F;K
210061629712;3;1;AP;523.7;604.9;617.3;630.4;580.0;F;B
210059846679;1;2;SP;517.2;577.8;535.6;531.9;600.0;E;C
210059476297;1;1;SP;691.4;673.7;675.2;778.5;920.0;F;O
210061752150;1;2;RS;565.6;570.0;547.1;620.5;540.0;E;B
210061861974;3;1;SP;520.7;606.8;562.6;610.6;660.0;F;E
210061386031;1;2;PA;458.2;525.1;439.7;346.9;640.0;E;C
210060190198;3;1;AL;501.6;475.9;497.2;442.4;620.0;G;D
210058746210;1;2;CE;325.4;370.6;339.8;373.0;460.0;D;B
210058249663;1;3;MG;545.8;534.7;557.3;722.0;900.0;G;H
210060166554;3;2;PR;462.8;365.4;497.6;486.9;900.0;E;E
210060075103;1;3;PE;487.4;438.2;458.5;375.8;740.0;E;A
210058422277;3;1;PE;572.7;501.0;536.1;634.9;480.0;E;B
210061018643;1;1;MA;501.0;531.1;532.9;544.3;600.0;C;C
210060556689;3;2;SP;531.5;572.3;561.7;376.2;520.0;E;C
210060559816;4;1;TO;419.5;517.1;443.4;531.4;600.0;E;B
210061280383;3;1;MG;484.1;590.8;617.2;610.3;700.0;E;H
210061013193;3;2;BA;444.2;516.8;456.4;483.8;520.0;E;B
210059768665;1;2;RS;521.4;585.2;583.6;526.8;620.0;E;H
210059189771;3;1;PE;485.9;459.4;421.2;578.5;600.0;E;C
210058861630;1;2;SP;446.7;503.5;527.5;574.5;580.0;D;E
210058397045;3;1;CE;425.5;567.0;510.1;456.4;860.0;B;B
210062026379;3;1;RN;415.4;427.0;418.2;466.0;700.0;B;B
210059709573;4;1;MG;391.9;506.2;448.3;345.2;580.0;D;C
210061514882;2;1;RN;499.6;521.1;424.6;367.9;740.0;G;C
210058497586;1;2;PR;463.4;548.5;541.6;584.7;840.0;F;H
210059084714;3;1;PA;439.6;498.6;517.6;488.9;660.0;D;B
210059919830;2;1;MS;468.5;528.0;518.3;400.8;600.0;B;A
210060660565;1;1;RJ;618.6;679.8;635.2;709.3;860.0;F;C
210059485136;3;2;CE;469.0;420.9;379.4;392.8;0.0;H;B
210060805519;1;2;AP;451.9;417.1;550.1;496.8;840.0;F;I
210061471397;3;1;RJ;573.1;617.5;613.5;644.0;580.0;C;F
210061093506;3;3;MT;597.1;683.6;527.7;638.6;940.0;E;J
210061714608;3;1;AM;479.4;416.8;454.1;431.8;320.0;A;B
210059977109;1;1;PR;488.0;488.4;492.9;389.4;460.0;F;F
210060842758;1;1;BA;325.2;443.7;465.9;449.0;440.0;C;A
210061350872;1;1;SC;645.3;710.0;663.6;753.7;760.0;G;Q
210061103517;2;2;RN;432.0;406.3;435.7;353.4;320.0;E;B
210058175646;3;1;RJ;531.1;594.5;572.2;660.0;880.0;G;H
210061586856;2;1;PA;406.6;530.1;520.8;392.4;0.0;E;B
210060093874;3;1;GO;639.6;567.5;576.3;727.5;640.0;E;E
210058894076;2;1;MA;396.5;462.6;399.8;363.6;0.0;H;A
210061211528;3;1;DF;534.1;559.2;554.1;581.2;560.0;G;J
210060409901;1;1;MG;456.5;503.5;531.3;604.4;700.0;G;K
210060106732;3;1;CE;546.2;652.5;575.6;510.4;680.0;A;H
210058173238;1;1;SP;637.8;641.3;593.5;726.5;940.0;E;K
210059259230;3;1;PE;447.4;362.1;517.3;419.2;560.0;B;B
210059030056;2;1;PI;0.0;464.7;353.6;0.0;440.0;B;B
210060771582;1;1;PI;568.9;638.1;560.6;739.6;840.0;G;G
210058234278;3;2;PE;400.2;482.2;452.1;469.2;480.0;C;B
210060992144;1;3;GO;701.7;670.2;703.8;751.8;960.0;G;Q
210061218315;1;1;MG;495.0;518.1;560.9;531.7;640.0;G;Q
210059103398;3;1;RJ;546.1;524.0;542.6;437.9;760.0;E;A
210061491033;1;1;SP;641.8;646.9;669.8;727.1;780.0;G;I
210061451079;3;2;GO;557.0;560.2;553.9;572.7;620.0;E;C
210061492337;1;1;ES;565.8;583.3;606.0;671.7;660.0;G;I
210060208660;1;1;AM;573.1;621.7;631.2;618.2;940.0;G;G
210058072046;1;2;MG;357.1;393.2;343.5;383.4;400.0;D;D
210061103890;1;3;SP;519.8;536.4;540.3;684.8;820.0;E;F
210061470611;3;2;SP;535.8;545.5;523.7;515.2;780.0;F;G
210059754332;1;1;BA;472.2;513.5;506.2;411.5;640.0;E;B
210060702653;3;1;GO;383.4;391.0;438.1;367.2;440.0;B;A
210061176371;3;1;MT;487.6;421.9;404.4;469.9;640.0;D;F
210058797203;3;2;BA;539.8;407.3;367.2;409.1;700.0;G;H
210059867057;3;1;DF;585.7;607.8;533.0;479.1;880.0;G;J
210060087363;3;2;RN;405.0;352.0;389.0;364.5;480.0;D;D
210061058151;3;1;AP;416.6;599.1;628.0;694.7;480.0;C;P
210059056502;3;2;AL;435.6;454.5;529.5;437.1;740.0;E;C
210061230099;2;1;MG;566.4;551.1;510.8;675.9;660.0;F;I
210061835273;1;2;SE;412.9;375.5;364.2;365.8;0.0;D;J
210059887413;3;1;PI;383.9;480.4;487.1;453.3;500.0;D;B
210061675028;1;1;SC;422.4;499.2;473.0;562.6;900.0;C;E
210059532065;1;1;RS;587.0;570.6;591.3;633.7;640.0;G;Q
210061561922;1;1;PR;576.5;597.8;587.0;654.8;560.0;B;N
210060081252;3;1;SP;446.3;450.6;507.9;428.5;680.0;E;E
210058785465;1;1;CE;540.7;540.1;560.2;665.2;580.0;E;D
210061321282;0;3;PE;571.1;556.5;582.6;727.9;800.0;G;K
210061482803;1;1;MG;548.6;658.5;635.5;708.0;800.0;E;N
210060818228;4;3;SP;685.9;612.2;532.4;870.8;840.0;G;P
210058114565;1;2;GO;564.0;558.4;537.6;576.2;600.0;E;C
210059512410;3;2;PA;467.8;482.5;472.3;404.9;680.0;C;B
210061254756;5;1;PE;520.2;531.5;518.9;585.5;780.0;E;B
210061794441;2;1;SP;402.0;431.5;529.6;451.3;280.0;C;C
210058412581;3;1;PE;532.7;509.6;544.0;665.6;820.0;E;D
210058651119;3;1;GO;395.3;369.7;419.8;389.1;640.0;D;D
210059352324;3;1;PI;0.0;430.9;492.7;0.0;640.0;G;G
210058149610;3;1;GO;524.5;592.9;522.5;516.4;560.0;G;C
210060191284;1;1;PR;659.1;634.0;657.0;647.7;920.0;E;D
210058560120;4;1;PR;438.8;513.9;516.8;409.3;600.0;D;C
210061902446;1;2;PE;528.6;449.2;571.9;497.8;800.0;C;B
210058771194;1;1;SP;542.0;500.9;520.7;632.1;620.0;C;C
210061123401;1;3;PR;530.8;574.9;569.4;684.9;700.0;F;G
210060920353;3;1;PA;494.9;473.7;532.8;427.3;520.0;G;C
210060099821;2;2;PE;407.9;438.4;442.4;424.6;600.0;E;B
210059075018;3;2;BA;0.0;487.8;419.5;0.0;360.0;H;A
210058078261;3;2;PE;560.2;317.2;529.0;461.4;600.0;E;B
210060195547;1;2;PE;451.8;485.6;486.4;439.9;620.0;F;B
210059630012;3;1;AM;558.7;584.1;607.8;601.5;840.0;E;E
210058733237;2;2;RJ;533.8;476.1;575.1;585.4;660.0;F;D
210059590159;3;1;AL;467.0;497.5;507.6;359.5;300.0;F;B
210061389564;1;1;AP;431.6;515.8;544.2;482.4;880.0;G;O
210060247482;3;2;ES;498.1;500.5;477.2;398.9;620.0;D;F
210058821646;3;1;PR;562.6;565.9;506.1;431.2;520.0;B;B
210060893256;2;3;CE;445.6;534.0;552.3;373.7;400.0;G;K
210061701629;1;1;RJ;482.0;445.4;489.7;608.3;620.0;F;G
210058270662;1;1;RJ;602.9;593.9;583.3;679.1;520.0;G;F
210060951903;3;2;RJ;494.0;522.8;496.1;483.6;560.0;E;B
210060069968;1;2;GO;555.7;618.7;540.8;675.5;640.0;E;C
210062013739;1;1;CE;549.1;636.4;492.5;713.5;540.0;E;F
210061687298;0;1;MG;515.7;570.2;540.8;660.1;620.0;F;Q
210060578126;3;3;MG;627.0;686.2;620.6;709.4;720.0;C;O
210061655012;3;1;AP;418.0;503.3;467.0;528.8;760.0;G;C
210061000234;1;1;MG;502.0;519.8;554.1;414.9;700.0;G;C
210061002561;1;1;MG;505.6;529.2;502.3;496.9;700.0;F;I
210059989970;3;1;MG;473.2;433.6;529.8;383.2;360.0;B;B
210059433253;1;2;MG;616.2;583.5;449.4;573.1;820.0;E;A
210061073499;1;3;PR;568.5;582.2;554.2;622.0;720.0;E;G
210058600494;1;2;MG;446.3;522.7;560.6;496.6;600.0;E;D
210059283614;1;1;AP;457.1;421.3;388.4;357.5;0.0;C;C
210060674008;1;1;MA;392.8;505.4;545.8;411.9;900.0;B;B
210059261491;3;1;PI;485.6;568.8;442.5;343.6;540.0;B;C
210059301576;1;2;CE;668.4;636.9;637.1;790.3;840.0;C;C
210061368198;1;2;CE;412.1;421.4;421.9;457.7;680.0;D;A
210059091923;1;1;GO;653.3;644.7;539.9;756.5;900.0;E;B
210060470946;1;1;SP;531.1;517.4;488.9;445.1;280.0;D;D
210060278610;1;1;ES;483.9;600.4;595.7;460.1;820.0;E;B
210061878950;2;2;BA;469.0;583.8;528.7;472.7;600.0;E;A
210059423652;3;1;RJ;453.8;544.8;492.9;570.9;520.0;H;C
210061692975;3;2;PA;509.4;512.8;390.9;595.4;860.0;D;D
210059308590;1;1;RJ;396.9;491.6;497.2;525.1;560.0;C;C
210060938840;1;3;SP;713.1;705.9;637.5;850.0;920.0;F;L
210061962152;3;2;PE;414.0;578.5;456.5;518.9;500.0;E;D
210060399388;3;1;BA;385.6;554.9;530.8;382.8;800.0;E;B
210058294226;1;2;SC;591.4;621.7;627.7;705.8;880.0;G;M
210059822771;2;1;SP;383.5;498.9;500.1;463.6;500.0;E;B
210061559156;3;2;PA;582.4;629.4;556.9;639.3;660.0;E;B
210059432410;0;1;BA;374.7;476.0;527.3;381.5;400.0;E;B
210059884492;2;2;PA;506.1;492.0;422.2;411.2;860.0;E;D
210061496591;2;1;SP;492.4;596.0;511.9;578.6;880.0;E;B
210061367552;3;1;RN;567.2;661.1;543.0;671.8;700.0;B;B
210058617400;1;1;SP;496.0;555.3;517.8;592.8;540.0;B;B
210058978935;1;1;SP;493.2;515.5;528.5;422.7;620.0;C;D
210059249157;3;1;RN;518.9;590.4;592.4;648.4;0.0;B;B
210059977034;1;1;MG;519.7;574.6;557.2;553.5;580.0;E;E
210059889720;1;2;MG;472.6;564.1;537.2;598.0;900.0;E;C
210059801554;1;2;RS;517.5;561.1;558.6;426.8;400.0;D;F
210061639223;2;1;MT;605.8;542.0;547.5;481.9;600.0;D;G
210060188463;1;2;MS;427.5;391.3;493.4;416.7;540.0;G;C
210060697786;1;1;MG;604.4;602.6;538.1;655.2;800.0;A;D
210058099479;1;1;PA;524.4;0.0;558.1;556.3;560.0;E;C
210060576952;1;2;CE;380.4;411.0;298.6;434.1;0.0;H;B
210059297754;1;1;BA;405.8;530.4;457.4;330.4;640.0;A;B
210058089738;4;3;DF;442.8;456.5;510.0;499.9;620.0;E;F
210058772832;1;1;RS;525.0;574.2;603.7;635.6;660.0;D;E
210058892073;1;1;RJ;488.5;579.2;607.8;362.3;600.0;E;B
210060169384;1;1;PB;396.8;501.2;498.6;343.2;580.0;B;C
210060577956;3;1;PB;334.5;480.4;421.6;410.1;520.0;E;C
210058468975;3;1;MG;386.3;415.2;431.1;559.1;280.0;B;C
210059629307;0;1;TO;457.8;489.1;503.4;415.5;340.0;B;N
210058108521;3;1;RR;572.0;607.2;566.1;598.2;840.0;G;K
210058647536;2;2;PI;428.4;478.5;533.3;425.6;620.0;D;B
210061838338;1;1;PR;383.5;549.2;541.5;530.1;580.0;E;E
210060104681;1;1;PA;333.5;488.5;470.5;467.7;880.0;E;E
210060399405;1;1;PA;510.6;568.4;588.9;536.3;860.0;C;B
210060714338;1;1;PA;730.8;682.0;598.4;863.8;980.0;E;G
210059369830;4;1;SP;626.4;649.7;594.7;719.8;640.0;F;G
210058811149;3;1;PA;362.6;406.3;318.3;423.9;0.0;F;C
210061141230;1;1;PA;479.0;482.4;489.3;334.8;480.0;B;B
210061049558;2;1;PE;421.0;374.9;429.1;410.1;460.0;C;D
210060506284;3;2;DF;533.0;572.3;510.5;593.8;680.0;E;B
210060283330;1;3;RJ;683.5;646.5;586.4;811.7;880.0;E;E
210058402780;3;1;RN;531.7;419.6;485.9;598.2;600.0;E;C
210060035733;3;1;SC;506.2;517.1;517.4;444.3;940.0;A;D
210061343471;1;3;RJ;580.8;607.9;572.8;668.5;880.0;E;H
210058418643;1;3;RJ;452.9;567.3;528.9;637.8;880.0;E;Q
210059062766;3;1;MG;394.6;369.2;430.9;409.3;0.0;E;B
210060138502;3;2;AM;491.9;438.7;581.4;417.0;540.0;E;B
210060454486;1;1;PB;500.0;559.6;524.8;422.8;620.0;E;B
210061789022;3;1;MA;436.3;466.3;490.0;480.4;600.0;E;B
210059583855;3;1;PI;484.2;511.7;477.5;364.9;480.0;B;B
210058970797;3;1;SE;465.7;505.1;432.4;398.8;300.0;B;B
210060338147;1;2;MG;497.0;580.3;567.0;599.4;840.0;E;C
210059737024;3;2;PA;478.0;528.6;470.3;365.7;360.0;E;B
210060626404;1;1;MG;592.6;552.0;560.7;708.7;960.0;F;C
210059410141;3;2;MA;410.4;613.0;551.9;450.3;600.0;E;B
210061826651;1;1;SP;537.8;507.4;508.8;367.1;620.0;G;N
210059979547;1;1;SC;529.3;510.8;550.9;529.9;520.0;F;E
210058920246;1;2;SC;393.1;374.6;412.0;430.0;480.0;D;B
